部数,部名,類数,類名,HSコード,大項目,中項目,小項目,細項目,微細項目,項目,単位2
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030193000,魚（生きているものに限る。）,－ その他の魚（生きているものに限る。）,－－ こい（クテノファリュンゴドン・イデルルス、ミュロファリュンゴドン・ピケウス、カトラ・カトラ、オステオキルス・ハセルティ、レプトバルブス・ホイヴェニ及びキュプリヌス属、カラシウス属、ヒュポフタルミクテュス属、キルリヌス属、ラベオ属又はメガロブラマ属のもの）,,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030194100,魚（生きているものに限る。）,－ その他の魚（生きているものに限る。）,－－ くろまぐろ（トゥヌス・ティヌス及びトゥヌス・オリエンタリス）,－－－ くろまぐろ（トゥヌス・ティヌス）,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030194200,魚（生きているものに限る。）,－ その他の魚（生きているものに限る。）,－－ くろまぐろ（トゥヌス・ティヌス及びトゥヌス・オリエンタリス）,－－－ くろまぐろ（トゥヌス・オリエンタリス）,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030195000,魚（生きているものに限る。）,－ その他の魚（生きているものに限る。）,－－ みなみまぐろ（トゥヌス・マッコイイ）,,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030199100,魚（生きているものに限る。）,－ その他の魚（生きているものに限る。）,－－ その他のもの,－－－ たい（たい科のもの）,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030199200,魚（生きているものに限る。）,－ その他の魚（生きているものに限る。）,－－ その他のもの,－－－ ぶり（セリオーラ属のもの）,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030199900,魚（生きているものに限る。）,－ その他の魚（生きているものに限る。）,－－ その他のもの,－－－ その他のもの,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030211000,魚（生鮮のもの及び冷蔵したものに限るものとし、第03.04項の魚のフィレその他の魚肉を除く。）,－ さけ科のもの（第0302.91号から第0302.99号までの食用の魚のくず肉を除く。）,－－ ます（サルモ・トルタ、オンコルヒュンクス・ミキス、オンコルヒュンクス・クラルキ、オンコルヒュンクス・アグアボニタ、オンコルヒュンクス・ギラエ、オンコルヒュンクス・アパケ及びオンコルヒュンクス・クリソガステル）,,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030213000,魚（生鮮のもの及び冷蔵したものに限るものとし、第03.04項の魚のフィレその他の魚肉を除く。）,－ さけ科のもの（第0302.91号から第0302.99号までの食用の魚のくず肉を除く。）,－－ 太平洋さけ（オンコルヒュンクス・ネルカ、オンコルヒュンクス・ゴルブスカ、オンコルヒュンクス・ケタ、オンコルヒュンクス・トスカウィトスカ、オンコルヒュンクス・キストク、オンコルヒュンクス・マソウ及びオンコルヒュンクス・ロデュルス）,,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030214000,魚（生鮮のもの及び冷蔵したものに限るものとし、第03.04項の魚のフィレその他の魚肉を除く。）,－ さけ科のもの（第0302.91号から第0302.99号までの食用の魚のくず肉を除く。）,－－ 大西洋さけ（サルモ・サラル）及びドナウさけ（フコ・フコ）,,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030219000,魚（生鮮のもの及び冷蔵したものに限るものとし、第03.04項の魚のフィレその他の魚肉を除く。）,－ さけ科のもの（第0302.91号から第0302.99号までの食用の魚のくず肉を除く。）,－－ その他のもの,,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030221000,魚（生鮮のもの及び冷蔵したものに限るものとし、第03.04項の魚のフィレその他の魚肉を除く。）,－ ひらめ・かれい類（かれい科、だるまがれい科、うしのした科、ささうしのした科、スコフタルムス科又はこけびらめ科のもの。第0302.91号から第0302.99号までの食用の魚のくず肉を除く。,－－ ハリバット（レインハルドティウス・ヒポグロソイデス、ヒポグロスス・ヒポグロスス及びヒポグロスス・ステノレピス）,,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030222000,魚（生鮮のもの及び冷蔵したものに限るものとし、第03.04項の魚のフィレその他の魚肉を除く。）,－ ひらめ・かれい類（かれい科、だるまがれい科、うしのした科、ささうしのした科、スコフタルムス科又はこけびらめ科のもの。第0302.91号から第0302.99号までの食用の魚のくず肉を除く。,－－ プレイス（プレウロネクテス・プラテスサ）,,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030223000,魚（生鮮のもの及び冷蔵したものに限るものとし、第03.04項の魚のフィレその他の魚肉を除く。）,－ ひらめ・かれい類（かれい科、だるまがれい科、うしのした科、ささうしのした科、スコフタルムス科又はこけびらめ科のもの。第0302.91号から第0302.99号までの食用の魚のくず肉を除く。,－－ ソール（ソレア属のもの）,,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030224000,魚（生鮮のもの及び冷蔵したものに限るものとし、第03.04項の魚のフィレその他の魚肉を除く。）,－ ひらめ・かれい類（かれい科、だるまがれい科、うしのした科、ささうしのした科、スコフタルムス科又はこけびらめ科のもの。第0302.91号から第0302.99号までの食用の魚のくず肉を除く。,－－ ターボット（プセタ・マクシマ）,,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030229000,魚（生鮮のもの及び冷蔵したものに限るものとし、第03.04項の魚のフィレその他の魚肉を除く。）,－ ひらめ・かれい類（かれい科、だるまがれい科、うしのした科、ささうしのした科、スコフタルムス科又はこけびらめ科のもの。第0302.91号から第0302.99号までの食用の魚のくず肉を除く。,－－ その他のもの,,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030231000,魚（生鮮のもの及び冷蔵したものに限るものとし、第03.04項の魚のフィレその他の魚肉を除く。）,－ まぐろ（トゥヌス属のもの）及びかつお（カツオヌス・ペラミス）（第0302.91号から第0302.99号までの食用の魚のくず肉を除く。）,－－ びんながまぐろ（トゥヌス・アラルンガ）,,,,KG
第1部,動物（生きているものに限る。）及び動物性生産品,第3類,魚並びに甲殻類、軟体動物及びその他の水棲無脊椎動物,030232000,魚（生鮮のもの及び冷蔵したものに限るものとし、第03.04項の魚のフィレその他の魚肉を除く。）,－ まぐろ（トゥヌス属のもの）及びかつお（カツオヌス・ペラミス）（第0302.91号から第0302.99号までの食用の魚のくず肉を除く。）,－－ きはだまぐろ（トゥヌス・アルバカレス）,,,,KG
